1.45358080390000	0	0	0.556446502600000	0	0	0	-1.01116968610000	0	0	-0.00205718250000000	0
0	1.45358080390000	0	0	0.556446502600000	0	1.01116968610000	0	0	0.00205718250000000	0	0
0	0	1.13138936810000	0	0	-0.134164078600000	0	0	0	0	0	0
0.556446502600000	0	0	0.705758515200000	0	0	0	-1.46773693320000	0	0	-0.00298609120000000	0
0	0.556446502600000	0	0	0.705758515200000	0	1.46773693320000	0	0	0.00298609120000000	0	0
0	0	-0.134164078600000	0	0	0.137271226500000	0	0	0	0	0	0
0	1.01116968610000	0	0	1.46773693320000	0	5.49009448270000	0	0	0.0111697952000000	0	0
-1.01116968610000	0	0	-1.46773693320000	0	0	0	5.49009448270000	0	0	0.0111697952000000	0
0	0	0	0	0	0	0	0	1.00022584280000	0	0	0.000225842900000000
0	0.00205718250000000	0	0	0.00298609120000000	0	0.0111697952000000	0	0	0.00205720260000000	0	0
-0.00205718250000000	0	0	-0.00298609120000000	0	0	0	0.0111697952000000	0	0	0.00205720260000000	0
0	0	0	0	0	0	0	0	0.000225842900000000	0	0	0.000225842900000000
