29784000	-0.0111195	-0.0150537	1.041	-0.0316854	-0.00503371	-0.609894	0.00834537	-0.00276316	0.00187342	0.133426	-0.00691462	-0.0316712	-0.010986	-0.0104171	-0.475763	0.000787968
29788000	-0.0111195	-0.00752684	1.046	-0.0316659	-0.00523603	-0.599891	0.00880389	-0.00277675	0.00151587	-0.175052	0.0118406	-0.083698	-0.0110305	-0.0104472	-0.475579	0.000794031
29792000	-0.0111195	-0.00752684	1.046	-0.0316659	-0.00523603	-0.599891	0.00880389	-0.00277675	0.00151587	-0.175052	0.0118406	-0.083698	-0.0150747	-0.0104773	-0.475395	0.000800094
29796000	-0.0111195	-0.0150537	1.051	-0.0315367	-0.00393365	-0.579905	0.00682181	-0.00264963	0.000747245	-0.462414	0.0239135	-0.133715	-0.0191189	-0.0105476	-0.475195	0.000793031
29800000	-0.0111195	-0.0150537	1.051	-0.0315367	-0.00393365	-0.579905	0.00682181	-0.00264963	0.000747245	-0.462414	0.0239135	-0.133715	-0.023163	-0.0106279	-0.474999	0.000775915
29804000	-0.022239	-0.0150537	1.056	-0.0313908	-0.0016474	-0.569923	0.00287627	-0.00244022	-0.000271391	-0.524025	-0.0725125	-0.101711	-0.0272535	-0.0107183	-0.474787	0.000744657
29808000	-0.022239	-0.0150537	1.056	-0.0313908	-0.0016474	-0.569923	0.00287627	-0.00244022	-0.000271391	-0.524025	-0.0725125	-0.101711	-0.0313419	-0.0108187	-0.474579	0.000703362
29812000	-0.022239	-0.0150537	1.06	-0.0320182	0.000631093	-0.559888	-0.00118038	-0.00360424	-0.000992872	-0.403709	-0.389176	-0.0458366	-0.0354303	-0.0109292	-0.474359	0.000649129
29816000	-0.022239	-0.0150537	1.06	-0.0320182	0.000631093	-0.559888	-0.00118038	-0.00360424	-0.000992872	-0.403709	-0.389176	-0.0458366	-0.0395185	-0.0110497	-0.474143	0.000584844
29820000	-0.022239	-0.00752684	1.065	-0.0340193	0.00210325	-0.539758	-0.00396431	-0.00744485	-0.00121766	-0.155463	-0.746589	0.02121	-0.0436065	-0.0111502	-0.473911	0.000509607
29824000	-0.022239	-0.00752684	1.065	-0.0340193	0.00210325	-0.539758	-0.00396431	-0.00744485	-0.00121766	-0.155463	-0.746589	0.02121	-0.0476944	-0.0112607	-0.473683	0.000424318
29828000	-0.022239	-0.00752684	1.069	-0.037474	0.00241789	-0.529518	-0.0046161	-0.014108	-0.000881132	0.140645	-1.05915	0.0901067	-0.051782	-0.0113813	-0.473443	0.000330322
29832000	-0.022239	-0.00752684	1.069	-0.037474	0.00241789	-0.529518	-0.0046161	-0.014108	-0.000881132	0.140645	-1.05915	0.0901067	-0.0558714	-0.011512	-0.473207	0.000226224
29836000	-0.022239	-0.00752684	1.073	-0.0417601	0.00148781	-0.50917	-0.00292124	-0.0230767	1.34037e-05	0.400475	-1.2509	0.146551	-0.0599585	-0.0116526	-0.472959	0.000115702
29840000	-0.022239	-0.00752684	1.073	-0.0417601	0.00148781	-0.50917	-0.00292124	-0.0230767	1.34037e-05	0.400475	-1.2509	0.146551	-0.0640453	-0.0118034	-0.472715	-4.8728e-06
29844000	-0.022239	0	1.077	-0.046604	-0.000289075	-0.498726	0.000657881	-0.0332474	0.00130092	0.553979	-1.27302	0.17831	-0.0681318	-0.011934	-0.472459	-0.00013035
29848000	-0.022239	0	1.077	-0.046604	-0.000289075	-0.498726	0.000657881	-0.0332474	0.00130092	0.553979	-1.27302	0.17831	-0.072218	-0.0120747	-0.472207	-0.00026588
29852000	-0.0111195	0	1.081	-0.0511585	-0.00243787	-0.488239	0.00516151	-0.0432515	0.00273983	0.557427	-1.13231	0.176349	-0.0762594	-0.0122255	-0.471943	-0.000405707
29856000	-0.0111195	0	1.081	-0.0511585	-0.00243787	-0.488239	0.00516151	-0.0432515	0.00273983	0.557427	-1.13231	0.176349	-0.0803023	-0.0123863	-0.471683	-0.000555658
29860000	-0.022239	0	1.085	-0.0448521	-0.00439386	-0.478298	0.00935584	-0.0518548	0.00405714	0.414703	-0.877016	0.147884	-0.0843873	-0.0125572	-0.471411	-0.000710321
29864000	-0.022239	0	1.085	-0.0448521	-0.00439386	-0.478298	0.00935584	-0.0518548	0.00405714	0.414703	-0.877016	0.147884	-0.0884718	-0.0127381	-0.471143	-0.000875036
29868000	-0.0111195	0	1.089	-0.0473448	-0.00559553	-0.468003	0.0121731	-0.0582862	0.00509084	0.181731	-0.575306	0.108417	-0.0925115	-0.012929	-0.470863	-0.00104567
29872000	-0.0111195	0	1.089	-0.0473448	-0.00559553	-0.468003	0.0121731	-0.0582862	0.00509084	0.181731	-0.575306	0.108417	-0.0965506	-0.0131299	-0.470587	-0.00122635
29876000	-0.0111195	0	1.089	-0.0473448	-0.00559553	-0.468003	0.0121731	-0.0582862	0.00509084	0.181731	-0.575306	0.108417	-0.100589	-0.0133409	-0.470315	-0.00141709
29880000	-0.022239	0	1.093	-0.0379894	-0.00581302	-0.448467	0.0130916	-0.0622823	0.00584772	-0.0385106	-0.303328	0.0912	-0.104672	-0.013562	-0.470031	-0.00161486
