29784000	0.00550918	-0.00205554	0.970475	-0.0336342	0.0197612	-0.577783	0.00690719	-0.00115609	0.0023062	0.132527	-0.0146319	-0.0403022	0.0200118	-0.00540578	-0.514626	0.000406463
29788000	0.00526309	-0.00200759	0.975648	-0.0335078	0.0203501	-0.563959	0.00655592	-0.00116902	0.0020829	-0.0875605	-0.00352477	-0.0566944	0.0200329	-0.00541381	-0.514724	0.000414794
29792000	0.00526309	-0.00200759	0.975648	-0.0335078	0.0203501	-0.563959	0.00655592	-0.00116902	0.0020829	-0.0875605	-0.00352477	-0.0566944	0.0160542	-0.00542184	-0.514821	0.000423125
29796000	0.00501929	-0.00195338	0.980697	-0.0330786	0.0222637	-0.550243	0.00399158	-0.00101493	0.00125667	-0.39672	0.0200496	-0.122448	0.0120746	-0.00543971	-0.514902	0.000418099
29800000	0.00501929	-0.00195338	0.980697	-0.0330786	0.0222637	-0.550243	0.00399158	-0.00101493	0.00125667	-0.39672	0.0200496	-0.122448	0.00809502	-0.00546763	-0.514987	0.00040302
29804000	0.00477779	-0.00189412	0.985625	-0.0329579	0.0244495	-0.536807	-0.000110905	-0.000983627	0.000256979	-0.526722	-0.0143361	-0.116531	0.00411264	-0.00550538	-0.515057	0.000373877
29808000	0.00477779	-0.00189412	0.985625	-0.0329579	0.0244495	-0.536807	-0.000110905	-0.000983627	0.000256979	-0.526722	-0.0143361	-0.116531	0.000132239	-0.00555316	-0.51513	0.000334695
29812000	0.00453777	-0.00183214	0.990429	-0.0335803	0.0265021	-0.523668	-0.00385173	-0.00272193	-0.000294122	-0.435162	-0.296446	-0.0568644	-0.003849	-0.00561075	-0.515189	0.000283257
29816000	0.00453777	-0.00183214	0.990429	-0.0335803	0.0265021	-0.523668	-0.00385173	-0.00272193	-0.000294122	-0.435162	-0.296446	-0.0568644	-0.00783011	-0.00567839	-0.515251	0.000221767
29820000	0.0043008	-0.00176732	0.995116	-0.0353525	0.027351	-0.510323	-0.0061165	-0.00724559	-0.000261773	-0.221139	-0.657152	0.0191802	-0.011812	-0.00575582	-0.515298	0.000150353
29824000	0.0043008	-0.00176732	0.995116	-0.0353525	0.027351	-0.510323	-0.0061165	-0.00724559	-0.000261773	-0.221139	-0.657152	0.0191802	-0.0157937	-0.0058433	-0.51535	6.8887e-05
29828000	0.00406734	-0.0017023	0.999681	-0.0383002	0.0270714	-0.495692	-0.00620468	-0.0145273	0.0002623	0.0632809	-0.991514	0.0742868	-0.0197761	-0.00594058	-0.515387	-2.05351e-05
