35588000	0.213864	-0.00177873	-0.000365127	0.0791651
35592000	0.218945	0.00473765	-0.00030198	1
35596000	0.220559	0.00437507	0.000335808	1
35600000	0.227445	0.00911854	-0.000292295	1
35604000	0.229041	0.00875273	0.000350773	1
35608000	0.235899	0.00927597	0.000668549	1
35612000	0.237479	0.00890689	0.00131657	1
35616000	0.244306	0.00365559	0.00112605	1
35620000	0.245869	0.00328343	0.00177931	1
35624000	0.252545	-0.00151303	0.000705737	1
35628000	0.254092	-0.00188804	0.00136436	1
35632000	0.260591	-0.00666726	0.0024534	1
35636000	0.262123	-0.007045	0.00311753	1
35640000	0.268435	-0.0158314	0.00275973	1
35644000	0.269953	-0.0162117	0.00342953	1
35648000	0.276167	-0.0228499	0.00442289	1
35652000	0.27767	-0.0232325	0.00509825	1
35656000	0.283672	-0.0295284	0.00473716	1
35660000	0.285163	-0.0299131	0.00541847	1
35664000	0.291008	-0.0360626	0.00477924	1
35668000	0.292486	-0.0364492	0.00546636	1
35672000	0.297073	-0.0425301	0.00458589	1
35676000	0.298538	-0.0429184	0.00527912	1
35680000	0.303137	-0.0466758	0.00436258	1
35684000	0.30459	-0.0470656	0.00506188	1
35688000	0.308804	-0.0543737	0.00552343	1
35692000	0.310245	-0.0547647	0.00622933	1
35696000	0.314573	-0.0592142	0.00478617	1
35700000	0.316002	-0.059606	0.00549878	1
35704000	0.320275	-0.0657049	0.0033067	1
35708000	0.321694	-0.0660973	0.00402591	1
35712000	0.325815	-0.0707445	0.00235102	1
35716000	0.327224	-0.0711371	0.00307705	1
35720000	0.331305	-0.0760165	0.00239497	1
35724000	0.332705	-0.0764092	0.00312803	1
35728000	0.336461	-0.0806119	0.000977364	1
35732000	0.337851	-0.0810042	0.00171775	1
35736000	0.34149	-0.0846835	0.00200591	1
35740000	0.342872	-0.085075	0.00275388	1
35744000	0.346639	-0.0891766	0.00308195	1
35748000	0.348013	-0.089567	0.00383767	1
35752000	0.351625	-0.0926906	0.00241009	1
35756000	0.352991	-0.0930795	0.00317364	1
35760000	0.356369	-0.0961287	0.000932819	1
35764000	0.357728	-0.0965157	0.00170425	1
35768000	0.359861	-0.0994541	0.00117288	1
35772000	0.361212	-0.0998389	0.00195238	1
35776000	0.363289	-0.102923	0.00243949	1
35780000	0.364632	-0.103305	0.00322746	1
35784000	0.366733	-0.105319	-0.000463265	1
35788000	0.368069	-0.105698	0.000333359	1
35792000	0.370209	-0.107372	-0.00046902	1
35796000	0.371538	-0.107748	0.000336571	1
35800000	0.373731	-0.11094	-0.000156143	1
35804000	0.375054	-0.111311	0.000658531	1
35808000	0.377266	-0.113315	0.00115484	1
35812000	0.378583	-0.113682	0.00197854	1
35816000	0.380797	-0.115178	0.000783387	1
35820000	0.382107	-0.115539	0.00161624	1
35824000	0.384108	-0.116796	0.00216295	1
