29784000	0
29788000	0
29792000	0
29796000	0
29800000	0
29804000	0
29808000	0
29812000	0
29816000	0
29820000	0
29824000	0
29828000	0
29832000	0
29836000	0
29840000	0
29844000	0
29848000	0
29852000	0
29856000	0
29860000	0
29864000	0
29868000	0
29872000	0
29876000	0
29880000	0
29884000	0
29888000	0
29892000	0
29896000	0
29900000	0
29904000	0
29908000	0
29912000	0
29916000	0
29920000	0
29924000	0
29928000	0
29932000	0
29936000	0
29940000	0
29944000	0
29948000	0
29952000	0
29956000	0
29960000	0
29964000	0
29968000	0
29972000	0
29976000	0
29980000	0
29984000	0
29988000	0
29992000	0
29996000	0
30000000	0
30004000	0
30008000	0
30012000	0
30016000	0
30020000	0
30024000	0
30028000	0
30032000	0
30036000	0
30040000	0
30044000	0
30048000	0
30052000	0
30056000	0
30060000	0
30064000	0
30068000	0
30072000	0
30076000	0
30080000	0
30084000	0
30088000	0
30092000	0
30096000	0
30100000	0
30104000	0
30108000	0
30112000	0
30116000	0
30120000	0
30124000	0
30128000	0
30132000	0
30136000	0
30140000	0
30144000	0
30148000	0
30152000	0
30156000	0
30160000	0
30164000	0
30168000	0
30172000	0
30176000	0
30180000	0
30184000	0
30188000	0
30192000	0
30196000	0
30200000	0
30204000	0
30208000	0
30212000	0
30216000	0
30220000	0
30224000	0
30228000	0
30232000	0
30236000	0
30240000	0
30244000	0
30248000	0
30252000	0
30256000	0
30260000	0
30264000	0
30268000	0
30272000	0
30276000	0
30280000	0
30284000	0
30288000	0
30292000	0
30296000	0
30300000	0
30304000	0
30308000	0
30312000	0
30316000	0
30320000	0
30324000	0
30328000	0
30332000	0
30336000	0
30340000	0
30344000	0
30348000	0
30352000	0
30356000	0
30360000	0
30364000	0
30368000	0
30372000	0
30376000	0
30380000	0
30384000	0
30388000	0
30392000	0
30396000	0
30400000	0
30404000	0
30408000	0
30412000	0
30416000	0
30420000	0
30424000	0
30428000	0
30432000	0
30436000	0
30440000	0
30444000	0
30448000	0
30452000	0
30456000	0
30460000	0
30464000	0
30468000	0
30472000	0
30476000	0
30480000	0
30484000	0
30488000	0
30492000	0
30496000	0
30500000	0
30504000	0
30508000	0
30512000	0
30516000	0
30520000	0
30524000	0
30528000	0
30532000	0
30536000	0
30540000	0
30544000	0
30548000	0
30552000	0
30556000	0
30560000	0
30564000	0
30568000	0
30572000	0
30576000	0
30580000	0
30584000	0
30588000	0
30592000	0
30596000	0
30600000	0
30604000	0
30608000	0
30612000	0
30616000	0
30620000	0
30624000	0
30628000	0
30632000	0
30636000	0
30640000	0
30644000	0
30648000	0
30652000	0
30656000	0
30660000	0
30664000	0
30668000	0
30672000	0
30676000	0
30680000	0
30684000	0
30688000	0
30692000	0
30696000	0
30700000	0
30704000	0
30708000	0
30712000	0
30716000	0
30720000	0
30724000	0
30728000	0
30732000	0
30736000	0
30740000	0
30744000	0
30748000	0
30752000	0
30756000	0
30760000	0
30764000	0
30768000	0
30772000	0
30776000	0
30780000	0
30784000	0
30788000	0
30792000	0
30796000	0
30800000	0
30804000	0
30808000	0
30812000	0
30816000	0
30820000	0
30824000	0
30828000	0
30832000	0
30836000	0
30840000	0
30844000	0
30848000	0
30852000	0
30856000	0
30860000	0
30864000	0
30868000	0
30872000	0
30876000	0
30880000	0
30884000	0
30888000	0
30892000	0
30896000	0
30900000	0
30904000	0
30908000	0
30912000	0
30916000	0
30920000	0
30924000	0
30928000	0
30932000	0
30936000	0
30940000	0
30944000	0
30948000	0
30952000	0
30956000	0
30960000	0
30964000	0
30968000	0
30972000	0
30976000	0
30980000	0
30984000	0
30988000	0
30992000	0
30996000	0
31000000	0
31004000	0
31008000	0
31012000	0
31016000	0
31020000	0
31024000	0
31028000	0
31032000	0
31036000	0
31040000	0
31044000	0
31048000	0
31052000	0
31056000	0
31060000	0
31064000	0
31068000	0
31072000	0
31076000	0
31080000	0
31084000	0
31088000	0
31092000	0
31096000	0
31100000	0
31104000	0
31108000	0
31112000	0
31116000	0
31120000	0
31124000	0
31128000	0
31132000	0
31136000	0
31140000	0
31144000	0
31148000	0
31152000	0
31156000	0
31160000	0
31164000	0
31168000	0
31172000	0
31176000	0
31180000	0
31184000	0
31188000	0
31192000	0
31196000	0
31200000	0
31204000	0
31208000	0
31212000	0
31216000	0
31220000	0
31224000	0
31228000	0
31232000	0
31236000	0
31240000	0
31244000	0
31248000	0
31252000	0
31256000	0
31260000	0
31264000	0
31268000	0
31272000	0
31276000	0
31280000	0
31284000	0
31288000	0
31292000	0
31296000	0
31300000	0
31304000	0
31308000	0
31312000	0
31316000	0
31320000	0
31324000	0
31328000	0
31332000	0
31336000	0
31340000	0
31344000	0
31348000	0
31352000	0
31356000	0
31360000	0
31364000	0
31368000	0
31372000	0
31376000	0
31380000	0
31384000	0
31388000	0
31392000	0
31396000	0
31400000	0
31404000	0
31408000	0
31412000	0
31416000	0
31420000	0
31424000	0
31428000	0
31432000	0
31436000	0
31440000	0
31444000	0
31448000	0
31452000	0
31456000	0
31460000	0
31464000	0
31468000	0
31472000	0
31476000	0
31480000	0
31484000	0
31488000	0
31492000	0
31496000	0
31500000	0
31504000	0
31508000	0
31512000	0
31516000	0
31520000	0
31524000	0
31528000	0
31532000	0
31536000	0
31540000	0
31544000	0
31548000	0
31552000	0
31556000	0
31560000	0
31564000	0
31568000	0
31572000	0
31576000	0
31580000	0
31584000	0
31588000	0
31592000	0
31596000	0
31600000	0
31604000	0
31608000	0
31612000	0
31616000	0
31620000	0
31624000	0
31628000	0
31632000	0
31636000	0
31640000	0
31644000	0
31648000	0
31652000	0
31656000	0
31660000	0
31664000	0
31668000	0
31672000	0
31676000	0
31680000	0
31684000	0
31688000	0
31692000	0
31696000	0
31700000	0
31704000	0
31708000	0
31712000	0
31716000	0
31720000	0
31724000	0
31728000	0
31732000	0
31736000	0
31740000	0
31744000	0
31748000	0
31752000	0
31756000	0
31760000	0
31764000	0
31768000	0
31772000	0
31776000	0
31780000	0
31784000	0
31788000	0
31792000	0
31796000	0
31800000	0
31804000	0
31808000	0
31812000	0
31816000	0
31820000	0
31824000	0
31828000	0
31832000	0
31836000	0
31840000	0
31844000	0
31848000	0
31852000	0
31856000	0
31860000	0
31864000	0
31868000	0
31872000	0
31876000	0
31880000	0
31884000	0
31888000	0
31892000	0
31896000	0
31900000	0
31904000	0
31908000	0
31912000	0
31916000	0
31920000	0
31924000	0
31928000	0
31932000	0
31936000	0
31940000	0
31944000	0
31948000	0
31952000	0
31956000	0
31960000	0
31964000	0
31968000	0
31972000	0
31976000	0
31980000	0
31984000	0
31988000	0
31992000	0
31996000	0
32000000	0
32004000	0
32008000	0
32012000	0
32016000	0
32020000	0
32024000	0
32028000	0
32032000	0
32036000	0
32040000	0
32044000	0
32048000	0
32052000	0
32056000	0
32060000	0
32064000	0
32068000	0
32072000	0
32076000	0
32080000	0
32084000	0
32088000	0
32092000	0
32096000	0
32100000	0
32104000	0
32108000	0
32112000	0
32116000	0
32120000	0
32124000	0
32128000	0
32132000	0
32136000	0
32140000	0
32144000	0
32148000	0
32152000	0
32156000	0
32160000	0
32164000	0
32168000	0
32172000	0
32176000	0
32180000	0
32184000	0
32188000	0
32192000	0
32196000	0
32200000	0
32204000	0
32208000	0
32212000	0
32216000	0
32220000	0
32224000	0
32228000	0
32232000	0
32236000	0
32240000	0
32244000	0
32248000	0
32252000	0
32256000	0
32260000	0
32264000	0
32268000	0
32272000	0
32276000	0
32280000	0
32284000	0
32288000	0
32292000	0
32296000	0
32300000	0
32304000	0
32308000	0
32312000	0
32316000	0
32320000	0
32324000	0
32328000	0
32332000	0
32336000	0
32340000	0
32344000	0
32348000	0
32352000	0
32356000	0
32360000	0
32364000	0
32368000	0
32372000	0
32376000	0
32380000	0
32384000	0
32388000	0
32392000	0
32396000	0
32400000	0
32404000	0
32408000	0
32412000	0
32416000	0
32420000	0
32424000	0
32428000	0
32432000	0
32436000	0
32440000	0
32444000	0
32448000	0
32452000	0
32456000	0
32460000	0
32464000	0
32468000	0
32472000	0
32476000	0
32480000	0
32484000	0
32488000	0
32492000	0
32496000	0
32500000	0
32504000	0
32508000	0
32512000	0
32516000	0
32520000	0
32524000	0
32528000	0
32532000	0
32536000	0
32540000	0
32544000	0
32548000	0
32552000	0
32556000	0
32560000	0
32564000	0
32568000	0
32572000	0
32576000	0
32580000	0
32584000	0
32588000	0
32592000	0
32596000	0
32600000	0
32604000	0
32608000	0
32612000	0
32616000	0
32620000	0
32624000	0
32628000	0
32632000	0
32636000	0
32640000	0
32644000	0
32648000	0
32652000	0
32656000	0
32660000	0
32664000	0
32668000	0
32672000	0
32676000	0
32680000	0
32684000	0
32688000	0
32692000	0
32696000	0
32700000	0
32704000	0
32708000	0
32712000	0
32716000	0
32720000	0
32724000	0
32728000	0
32732000	0
32736000	0
32740000	0
32744000	0
32748000	0
32752000	0
32756000	0
32760000	0
32764000	0
32768000	0
32772000	0
32776000	0
32780000	0
32784000	0
32788000	0
32792000	0
32796000	0
32800000	0
32804000	0
32808000	0
32812000	0
32816000	0
32820000	0
32824000	0
32828000	0
32832000	0
32836000	0
32840000	0
32844000	0
32848000	0
32852000	0
32856000	0
32860000	0
32864000	0
32868000	0
32872000	0
32876000	0
32880000	0
32884000	0
32888000	0
32892000	0
32896000	0
32900000	0
32904000	0
32908000	0
32912000	0
32916000	0
32920000	0
32924000	0
32928000	0
32932000	0
32936000	0
32940000	0
32944000	0
32948000	0
32952000	0
32956000	0
32960000	0
32964000	0
32968000	0
32972000	0
32976000	0
32980000	0
32984000	0
32988000	0
32992000	0
32996000	0
33000000	0
33004000	0
33008000	0
33012000	0
33016000	0
33020000	0
33024000	0
33028000	0
33032000	0
33036000	0
33040000	0
33044000	0
33048000	0
33052000	0
33056000	0
33060000	0
33064000	0
33068000	0
33072000	0
33076000	0
33080000	0
33084000	0
33088000	0
33092000	0
33096000	0
33100000	0
33104000	0
33108000	0
33112000	0
33116000	0
33120000	0
33124000	0
33128000	0
33132000	0
33136000	0
33140000	0
33144000	0
33148000	0
33152000	0
33156000	0
33160000	0
33164000	0
33168000	0
33172000	0
33176000	0
33180000	0
33184000	0
33188000	0
33192000	0
33196000	0
33200000	0
33204000	0
33208000	0
33212000	0
33216000	0
33220000	0
33224000	0
33228000	0
33232000	0
33236000	0
33240000	0
33244000	0
33248000	0
33252000	0
33256000	0
33260000	0
33264000	0
33268000	0
33272000	0
33276000	0
33280000	0
33284000	0
33288000	0
33292000	0
33296000	0
33300000	0
33304000	0
33308000	0
33312000	0
33316000	0
33320000	0
33324000	0
33328000	0
33332000	0
33336000	0
33340000	0
33344000	0
33348000	0
33352000	0
33356000	0
33360000	0
33364000	0
33368000	0
33372000	0
33376000	0
33380000	0
33384000	0
33388000	0
33392000	0
33396000	0
33400000	0
33404000	0
33408000	0
33412000	0
33416000	0
33420000	0
33424000	0
33428000	0
33432000	0
33436000	0
33440000	0
33444000	0
33448000	0
33452000	0
33456000	0
33460000	0
33464000	0
33468000	0
33472000	0
33476000	0
33480000	0
33484000	0
33488000	0
33492000	0
